Vnum	Name	Type	SubType	Size	AntiFlags	Flags	WearFlags	ImmuneFlags	Gold	ShopBuyPrice	RefinedVnum	RefineSet	AlterToMagicItemPercent	LimitType0	LimitValue0	LimitType1	LimitValue1	ApplyType0	ApplyValue0	ApplyType1	ApplyValue1	ApplyType2	ApplyValue2	Value0	Value1	Value2	Value3	Value4	Value5	Specular	GainSocketPercent	AddonType
15164	»ï¸Å½Å¹ß+4	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	64000	64000	0	0	15165	LEVEL	47	LIMIT_NONE	0	APPLY_MOV_SPEED	9	APPLY_CAST_SPEED	5	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15165	»ï¸Å½Å¹ß+5	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	120000	120000	0	0	15166	LEVEL	47	LIMIT_NONE	0	APPLY_MOV_SPEED	12	APPLY_CAST_SPEED	6	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15166	»ï¸Å½Å¹ß+6	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	250000	250000	0	0	15167	LEVEL	47	LIMIT_NONE	0	APPLY_MOV_SPEED	15	APPLY_CAST_SPEED	7	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15167	»ï¸Å½Å¹ß+7	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	300000	300000	0	0	15168	LEVEL	47	LIMIT_NONE	0	APPLY_MOV_SPEED	18	APPLY_CAST_SPEED	8	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15168	»ï¸Å½Å¹ß+8	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	500000	500000	0	0	15169	LEVEL	47	LIMIT_NONE	0	APPLY_MOV_SPEED	20	APPLY_CAST_SPEED	9	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15169	»ï¸Å½Å¹ß+9	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	700000	700000	0	0	15370	LEVEL	47	LIMIT_NONE	0	APPLY_MOV_SPEED	25	APPLY_CAST_SPEED	10	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15180	¿î´äÀüÈ­+0	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	4000	4000	0	0	15181	LEVEL	51	LIMIT_NONE	0	APPLY_MOV_SPEED	5	APPLY_DODGE	1	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15181	¿î´äÀüÈ­+1	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	8000	8000	0	0	15182	LEVEL	51	LIMIT_NONE	0	APPLY_MOV_SPEED	6	APPLY_DODGE	2	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15182	¿î´äÀüÈ­+2	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	16000	16000	0	0	15183	LEVEL	51	LIMIT_NONE	0	APPLY_MOV_SPEED	7	APPLY_DODGE	3	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15183	¿î´äÀüÈ­+3	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	32000	32000	0	0	15184	LEVEL	51	LIMIT_NONE	0	APPLY_MOV_SPEED	8	APPLY_DODGE	4	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15184	¿î´äÀüÈ­+4	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	64000	64000	0	0	15185	LEVEL	51	LIMIT_NONE	0	APPLY_MOV_SPEED	9	APPLY_DODGE	5	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15185	¿î´äÀüÈ­+5	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	120000	120000	0	0	15186	LEVEL	51	LIMIT_NONE	0	APPLY_MOV_SPEED	12	APPLY_DODGE	6	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15186	¿î´äÀüÈ­+6	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	250000	250000	0	0	15187	LEVEL	51	LIMIT_NONE	0	APPLY_MOV_SPEED	15	APPLY_DODGE	7	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15187	¿î´äÀüÈ­+7	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	300000	300000	0	0	15188	LEVEL	51	LIMIT_NONE	0	APPLY_MOV_SPEED	18	APPLY_DODGE	8	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15188	¿î´äÀüÈ­+8	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	500000	500000	0	0	15189	LEVEL	51	LIMIT_NONE	0	APPLY_MOV_SPEED	20	APPLY_DODGE	9	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15189	¿î´äÀüÈ­+9	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	700000	700000	0	0	15390	LEVEL	51	LIMIT_NONE	0	APPLY_MOV_SPEED	25	APPLY_DODGE	10	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15200	ÃµºØ½Å¹ß+0	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	4000	4000	0	0	15201	LEVEL	55	LIMIT_NONE	0	APPLY_MOV_SPEED	5	APPLY_BLOCK	1	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15201	ÃµºØ½Å¹ß+1	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	8000	8000	0	0	15202	LEVEL	55	LIMIT_NONE	0	APPLY_MOV_SPEED	6	APPLY_BLOCK	2	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15202	ÃµºØ½Å¹ß+2	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	16000	16000	0	0	15203	LEVEL	55	LIMIT_NONE	0	APPLY_MOV_SPEED	7	APPLY_BLOCK	3	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15203	ÃµºØ½Å¹ß+3	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	32000	32000	0	0	15204	LEVEL	55	LIMIT_NONE	0	APPLY_MOV_SPEED	8	APPLY_BLOCK	4	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15204	ÃµºØ½Å¹ß+4	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	64000	64000	0	0	15205	LEVEL	55	LIMIT_NONE	0	APPLY_MOV_SPEED	9	APPLY_BLOCK	5	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15205	ÃµºØ½Å¹ß+5	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	120000	120000	0	0	15206	LEVEL	55	LIMIT_NONE	0	APPLY_MOV_SPEED	12	APPLY_BLOCK	6	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15206	ÃµºØ½Å¹ß+6	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	250000	250000	0	0	15207	LEVEL	55	LIMIT_NONE	0	APPLY_MOV_SPEED	15	APPLY_BLOCK	7	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15207	ÃµºØ½Å¹ß+7	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	300000	300000	0	0	15208	LEVEL	55	LIMIT_NONE	0	APPLY_MOV_SPEED	18	APPLY_BLOCK	8	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15208	ÃµºØ½Å¹ß+8	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	500000	500000	0	0	15209	LEVEL	55	LIMIT_NONE	0	APPLY_MOV_SPEED	20	APPLY_BLOCK	9	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15209	ÃµºØ½Å¹ß+9	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	700000	700000	0	0	15410	LEVEL	55	LIMIT_NONE	0	APPLY_MOV_SPEED	25	APPLY_BLOCK	10	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15220	È­Á¶½Å¹ß+0	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	4000	4000	0	0	15221	LEVEL	59	LIMIT_NONE	0	APPLY_MOV_SPEED	5	APPLY_DEF_GRADE_BONUS	1	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15221	È­Á¶½Å¹ß+1	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	8000	8000	0	0	15222	LEVEL	59	LIMIT_NONE	0	APPLY_MOV_SPEED	6	APPLY_DEF_GRADE_BONUS	2	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15222	È­Á¶½Å¹ß+2	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	16000	16000	0	0	15223	LEVEL	59	LIMIT_NONE	0	APPLY_MOV_SPEED	7	APPLY_DEF_GRADE_BONUS	3	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15223	È­Á¶½Å¹ß+3	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	32000	32000	0	0	15224	LEVEL	59	LIMIT_NONE	0	APPLY_MOV_SPEED	8	APPLY_DEF_GRADE_BONUS	4	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15224	È­Á¶½Å¹ß+4	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	64000	64000	0	0	15225	LEVEL	59	LIMIT_NONE	0	APPLY_MOV_SPEED	9	APPLY_DEF_GRADE_BONUS	5	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15225	È­Á¶½Å¹ß+5	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	120000	120000	0	0	15226	LEVEL	59	LIMIT_NONE	0	APPLY_MOV_SPEED	12	APPLY_DEF_GRADE_BONUS	6	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15226	È­Á¶½Å¹ß+6	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	250000	250000	0	0	15227	LEVEL	59	LIMIT_NONE	0	APPLY_MOV_SPEED	15	APPLY_DEF_GRADE_BONUS	7	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15227	È­Á¶½Å¹ß+7	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	300000	300000	0	0	15228	LEVEL	59	LIMIT_NONE	0	APPLY_MOV_SPEED	18	APPLY_DEF_GRADE_BONUS	8	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15228	È­Á¶½Å¹ß+8	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	500000	500000	0	0	15229	LEVEL	59	LIMIT_NONE	0	APPLY_MOV_SPEED	20	APPLY_DEF_GRADE_BONUS	9	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15229	È­Á¶½Å¹ß+9	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	700000	700000	0	0	15430	LEVEL	59	LIMIT_NONE	0	APPLY_MOV_SPEED	25	APPLY_DEF_GRADE_BONUS	10	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15240	¿ëÇÇ½Å¹ß+0	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	2000	2000	0	0	15241	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15241	¿ëÇÇ½Å¹ß+1	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	2500	2500	0	0	15242	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15242	¿ëÇÇ½Å¹ß+2	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	4000	4000	0	0	15243	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15243	¿ëÇÇ½Å¹ß+3	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	8000	8000	0	0	15244	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15244	¿ëÇÇ½Å¹ß+4	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	16000	16000	0	0	15245	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15245	¿ëÇÇ½Å¹ß+5	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	32000	32000	0	0	15246	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15246	¿ëÇÇ½Å¹ß+6	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	64000	64000	0	0	15247	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15247	¿ëÇÇ½Å¹ß+7	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	120000	120000	0	0	15248	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15248	¿ëÇÇ½Å¹ß+8	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	250000	250000	0	0	15249	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15249	¿ëÇÇ½Å¹ß+9	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	500000	500000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15370	Áø»ï¸Å½Å¹ß+0	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	4000	4000	0	0	15371	LEVEL	65	LEVEL	0	APPLY_MOV_SPEED	25	APPLY_CAST_SPEED	11	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15371	Áø»ï¸Å½Å¹ß+1	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	8000	8000	0	0	15372	LEVEL	66	LEVEL	0	APPLY_MOV_SPEED	25	APPLY_CAST_SPEED	12	APPLY_NONE	0	0	6	0	0	0	0	0	0	0
15372	Áø»ï¸Å½Å¹ß+2	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	16000	16000	0	0	15373	LEVEL	67	LEVEL	0	APPLY_MOV_SPEED	25	APPLY_CAST_SPEED	13	APPLY_NONE	0	0	6	0	0	0	0	0	0	0
15373	Áø»ï¸Å½Å¹ß+3	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	32000	32000	0	0	15374	LEVEL	68	LEVEL	0	APPLY_MOV_SPEED	25	APPLY_CAST_SPEED	14	APPLY_NONE	0	0	7	0	0	0	0	0	0	0
15374	Áø»ï¸Å½Å¹ß+4	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	64000	64000	0	0	15375	LEVEL	69	LEVEL	0	APPLY_MOV_SPEED	25	APPLY_CAST_SPEED	15	APPLY_NONE	0	0	7	0	0	0	0	0	0	0
15375	Áø»ï¸Å½Å¹ß+5	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	120000	120000	0	0	15376	LEVEL	70	LEVEL	0	APPLY_MOV_SPEED	25	APPLY_CAST_SPEED	16	APPLY_NONE	0	0	8	0	0	0	0	0	0	0
15376	Áø»ï¸Å½Å¹ß+6	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	250000	250000	0	0	15377	LEVEL	71	LEVEL	0	APPLY_MOV_SPEED	25	APPLY_CAST_SPEED	17	APPLY_NONE	0	0	8	0	0	0	0	0	0	0
15377	Áø»ï¸Å½Å¹ß+7	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	300000	300000	0	0	15378	LEVEL	72	LEVEL	0	APPLY_MOV_SPEED	25	APPLY_CAST_SPEED	18	APPLY_NONE	0	0	9	0	0	0	0	0	0	0
15378	Áø»ï¸Å½Å¹ß+8	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	500000	500000	0	0	15379	LEVEL	73	LEVEL	0	APPLY_MOV_SPEED	25	APPLY_CAST_SPEED	19	APPLY_NONE	0	0	9	0	0	0	0	0	0	0
15379	Áø»ï¸Å½Å¹ß+9	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	700000	700000	0	0	0	LEVEL	75	LEVEL	0	APPLY_MOV_SPEED	25	APPLY_CAST_SPEED	20	APPLY_NONE	0	0	10	0	0	0	0	0	0	0
15390	Áø¿î´äÀüÈ­+0	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	4000	4000	0	0	15391	LEVEL	65	LEVEL	0	APPLY_MOV_SPEED	25	APPLY_DODGE	11	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15391	Áø¿î´äÀüÈ­+1	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	8000	8000	0	0	15392	LEVEL	66	LEVEL	0	APPLY_MOV_SPEED	25	APPLY_DODGE	12	APPLY_NONE	0	0	6	0	0	0	0	0	0	0
15392	Áø¿î´äÀüÈ­+2	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	16000	16000	0	0	15393	LEVEL	67	LEVEL	0	APPLY_MOV_SPEED	25	APPLY_DODGE	13	APPLY_NONE	0	0	6	0	0	0	0	0	0	0
15393	Áø¿î´äÀüÈ­+3	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	32000	32000	0	0	15394	LEVEL	68	LEVEL	0	APPLY_MOV_SPEED	25	APPLY_DODGE	14	APPLY_NONE	0	0	7	0	0	0	0	0	0	0
15394	Áø¿î´äÀüÈ­+4	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	64000	64000	0	0	15395	LEVEL	69	LEVEL	0	APPLY_MOV_SPEED	25	APPLY_DODGE	15	APPLY_NONE	0	0	7	0	0	0	0	0	0	0
15395	Áø¿î´äÀüÈ­+5	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	120000	120000	0	0	15396	LEVEL	70	LEVEL	0	APPLY_MOV_SPEED	25	APPLY_DODGE	16	APPLY_NONE	0	0	8	0	0	0	0	0	0	0
15396	Áø¿î´äÀüÈ­+6	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	250000	250000	0	0	15397	LEVEL	71	LEVEL	0	APPLY_MOV_SPEED	25	APPLY_DODGE	17	APPLY_NONE	0	0	8	0	0	0	0	0	0	0
15397	Áø¿î´äÀüÈ­+7	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	300000	300000	0	0	15398	LEVEL	72	LEVEL	0	APPLY_MOV_SPEED	25	APPLY_DODGE	18	APPLY_NONE	0	0	9	0	0	0	0	0	0	0
15398	Áø¿î´äÀüÈ­+8	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	500000	500000	0	0	15399	LEVEL	73	LEVEL	0	APPLY_MOV_SPEED	25	APPLY_DODGE	19	APPLY_NONE	0	0	9	0	0	0	0	0	0	0
15399	Áø¿î´äÀüÈ­+9	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	700000	700000	0	0	0	LEVEL	75	LEVEL	0	APPLY_MOV_SPEED	25	APPLY_DODGE	20	APPLY_NONE	0	0	10	0	0	0	0	0	0	0
15410	ÁøÃµºØ½Å¹ß+0	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	4000	4000	0	0	15411	LEVEL	65	LEVEL	0	APPLY_MOV_SPEED	25	APPLY_BLOCK	11	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15411	ÁøÃµºØ½Å¹ß+1	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	8000	8000	0	0	15412	LEVEL	66	LEVEL	0	APPLY_MOV_SPEED	25	APPLY_BLOCK	12	APPLY_NONE	0	0	6	0	0	0	0	0	0	0
15412	ÁøÃµºØ½Å¹ß+2	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	16000	16000	0	0	15413	LEVEL	67	LEVEL	0	APPLY_MOV_SPEED	25	APPLY_BLOCK	13	APPLY_NONE	0	0	6	0	0	0	0	0	0	0
15413	ÁøÃµºØ½Å¹ß+3	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	32000	32000	0	0	15414	LEVEL	68	LEVEL	0	APPLY_MOV_SPEED	25	APPLY_BLOCK	14	APPLY_NONE	0	0	7	0	0	0	0	0	0	0
15414	ÁøÃµºØ½Å¹ß+4	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	64000	64000	0	0	15415	LEVEL	69	LEVEL	0	APPLY_MOV_SPEED	25	APPLY_BLOCK	15	APPLY_NONE	0	0	7	0	0	0	0	0	0	0
15415	ÁøÃµºØ½Å¹ß+5	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	120000	120000	0	0	15416	LEVEL	70	LEVEL	0	APPLY_MOV_SPEED	25	APPLY_BLOCK	16	APPLY_NONE	0	0	8	0	0	0	0	0	0	0
15416	ÁøÃµºØ½Å¹ß+6	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	250000	250000	0	0	15417	LEVEL	71	LEVEL	0	APPLY_MOV_SPEED	25	APPLY_BLOCK	17	APPLY_NONE	0	0	8	0	0	0	0	0	0	0
15417	ÁøÃµºØ½Å¹ß+7	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	300000	300000	0	0	15418	LEVEL	72	LEVEL	0	APPLY_MOV_SPEED	25	APPLY_BLOCK	18	APPLY_NONE	0	0	9	0	0	0	0	0	0	0
15418	ÁøÃµºØ½Å¹ß+8	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	500000	500000	0	0	15419	LEVEL	73	LEVEL	0	APPLY_MOV_SPEED	25	APPLY_BLOCK	19	APPLY_NONE	0	0	9	0	0	0	0	0	0	0
15419	ÁøÃµºØ½Å¹ß+9	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	700000	700000	0	0	0	LEVEL	75	LEVEL	0	APPLY_MOV_SPEED	25	APPLY_BLOCK	20	APPLY_NONE	0	0	10	0	0	0	0	0	0	0
15430	ÁøÈ­Á¶½Å¹ß+0	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	4000	4000	0	0	15431	LEVEL	65	LEVEL	0	APPLY_MOV_SPEED	25	APPLY_DEF_GRADE_BONUS	11	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15431	ÁøÈ­Á¶½Å¹ß+1	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	8000	8000	0	0	15432	LEVEL	66	LEVEL	0	APPLY_MOV_SPEED	25	APPLY_DEF_GRADE_BONUS	12	APPLY_NONE	0	0	6	0	0	0	0	0	0	0
15432	ÁøÈ­Á¶½Å¹ß+2	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	16000	16000	0	0	15433	LEVEL	67	LEVEL	0	APPLY_MOV_SPEED	25	APPLY_DEF_GRADE_BONUS	13	APPLY_NONE	0	0	6	0	0	0	0	0	0	0
15433	ÁøÈ­Á¶½Å¹ß+3	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	32000	32000	0	0	15434	LEVEL	68	LEVEL	0	APPLY_MOV_SPEED	25	APPLY_DEF_GRADE_BONUS	14	APPLY_NONE	0	0	7	0	0	0	0	0	0	0
15434	ÁøÈ­Á¶½Å¹ß+4	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	64000	64000	0	0	15435	LEVEL	69	LEVEL	0	APPLY_MOV_SPEED	25	APPLY_DEF_GRADE_BONUS	15	APPLY_NONE	0	0	7	0	0	0	0	0	0	0
15435	ÁøÈ­Á¶½Å¹ß+5	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	120000	120000	0	0	15436	LEVEL	70	LEVEL	0	APPLY_MOV_SPEED	25	APPLY_DEF_GRADE_BONUS	16	APPLY_NONE	0	0	8	0	0	0	0	0	0	0
15436	ÁøÈ­Á¶½Å¹ß+6	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	250000	250000	0	0	15437	LEVEL	71	LEVEL	0	APPLY_MOV_SPEED	25	APPLY_DEF_GRADE_BONUS	17	APPLY_NONE	0	0	8	0	0	0	0	0	0	0
15437	ÁøÈ­Á¶½Å¹ß+7	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	300000	300000	0	0	15438	LEVEL	72	LEVEL	0	APPLY_MOV_SPEED	25	APPLY_DEF_GRADE_BONUS	18	APPLY_NONE	0	0	9	0	0	0	0	0	0	0
15438	ÁøÈ­Á¶½Å¹ß+8	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	500000	500000	0	0	15439	LEVEL	73	LEVEL	0	APPLY_MOV_SPEED	25	APPLY_DEF_GRADE_BONUS	19	APPLY_NONE	0	0	9	0	0	0	0	0	0	0
15439	ÁøÈ­Á¶½Å¹ß+9	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	700000	700000	0	0	0	LEVEL	75	LEVEL	0	APPLY_MOV_SPEED	25	APPLY_DEF_GRADE_BONUS	20	APPLY_NONE	0	0	10	0	0	0	0	0	0	0
